/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_068.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_068.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_068.jpg,0,0,0,6.217617E-06
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_169.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_169.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_169.jpg,0,0,0,5.885543E-06
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_280.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_280.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_280.jpg,0,0,0,5.88613E-06
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_384.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_384.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_384.jpg,0,0.1402981,0,0.04626159
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_564.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_564.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_564.jpg,0,0.6793385,0,1.443311
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_660.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_660.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_660.jpg,0,0.9705749,0,2.510598
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_773.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_773.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_773.jpg,0,1,0,3.921455
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_883.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_883.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_883.jpg,-0.25,1,0,5.07868
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_09_991.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_09_991.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_09_991.jpg,-0.006704092,1,0,6.460863
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_063.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_063.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_063.jpg,0,1,0,7.146958
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_167.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_167.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_167.jpg,0,1,0,8.507874
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_280.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_280.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_280.jpg,0,1,0,9.629856
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_392.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_392.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_392.jpg,-0.15,1,0,10.95564
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_501.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_501.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_501.jpg,0,1,0,12.18324
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_632.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_632.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_632.jpg,0,1,0,13.52901
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_733.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_733.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_733.jpg,-0.15,1,0,14.66077
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_835.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_835.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_835.jpg,-0.4,1,0,15.61934
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_10_955.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_10_955.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_10_955.jpg,-0.7,1,0,16.68485
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_11_087.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_11_087.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_11_087.jpg,-1,1,0,17.85956
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_11_200.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_11_200.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_11_200.jpg,-1,1,0,18.62345
/home/cody/Behavioral_Cloning_Project/data/IMG/center_2017_04_14_18_17_11_337.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/left_2017_04_14_18_17_11_337.jpg,/home/cody/Behavioral_Cloning_Project/data/IMG/right_2017_04_14_18_17_11_337.jpg,-0.7269067,1,0,20.12837
